species,importance,rank,method,cv_auc_mean,cv_auc_sd
Candidatus Neoruminococcus faecicola,0.0009618105562473973,283,Extra Trees,0.7302500809994198,0.05733706763082255
Anaerotruncus colihominis,0.0009613256195717034,284,Extra Trees,0.7302500809994198,0.05733706763082255
GGB4456 SGB6141,0.0009598436867239345,285,Extra Trees,0.7302500809994198,0.05733706763082255
Streptococcus parasanguinis,0.0009592239429187085,286,Extra Trees,0.7302500809994198,0.05733706763082255
Veillonella dispar,0.0009577804075181822,287,Extra Trees,0.7302500809994198,0.05733706763082255
Hafnia alvei,0.000956798225336631,288,Extra Trees,0.7302500809994198,0.05733706763082255
Streptococcus agalactiae,0.0009543321456762066,289,Extra Trees,0.7302500809994198,0.05733706763082255
Lactococcus petauri,0.0009535265836187792,290,Extra Trees,0.7302500809994198,0.05733706763082255
Veillonella tobetsuensis,0.0009528525653569337,291,Extra Trees,0.7302500809994198,0.05733706763082255
Candidatus Pseudobutyricicoccus lothianensis,0.0009480649400123881,292,Extra Trees,0.7302500809994198,0.05733706763082255
Adlercreutzia equolifaciens,0.0009453672777554418,293,Extra Trees,0.7302500809994198,0.05733706763082255
Hydrogeniiclostidium mannosilyticum,0.0009447876746152561,294,Extra Trees,0.7302500809994198,0.05733706763082255
Romboutsia timonensis,0.0009400403517870386,295,Extra Trees,0.7302500809994198,0.05733706763082255
Lachnospiraceae bacterium BX3,0.0009369002426652727,296,Extra Trees,0.7302500809994198,0.05733706763082255
Eubacterium sp AM28 29,0.00093682068338841,297,Extra Trees,0.7302500809994198,0.05733706763082255
Ruminococcus lactaris,0.0009362122939785232,298,Extra Trees,0.7302500809994198,0.05733706763082255
Coprococcus comes,0.0009344648858948323,299,Extra Trees,0.7302500809994198,0.05733706763082255
Lachnoclostridium sp An138,0.0009340043480838951,300,Extra Trees,0.7302500809994198,0.05733706763082255
Streptococcus equinus,0.0009317797904374065,301,Extra Trees,0.7302500809994198,0.05733706763082255
GGB3385 SGB4472,0.000931214529224173,302,Extra Trees,0.7302500809994198,0.05733706763082255
Eubacteriaceae bacterium,0.0009293782876743416,303,Extra Trees,0.7302500809994198,0.05733706763082255
Catenibacterium sp AM22 15,0.0009276859806726132,304,Extra Trees,0.7302500809994198,0.05733706763082255
Anaerofilum sp An201,0.0009265991422699887,305,Extra Trees,0.7302500809994198,0.05733706763082255
GGB260 SGB362,0.0009256550109805924,306,Extra Trees,0.7302500809994198,0.05733706763082255
Dorea sp AF24 7LB,0.0009250563426901731,307,Extra Trees,0.7302500809994198,0.05733706763082255
GGB6544 SGB9243,0.000920857715029327,308,Extra Trees,0.7302500809994198,0.05733706763082255
Enterocloster lavalensis,0.0009200361431662878,309,Extra Trees,0.7302500809994198,0.05733706763082255
Candidatus Neoanaerotignum tabaqchaliae,0.0009187392418778242,310,Extra Trees,0.7302500809994198,0.05733706763082255
Veillonella atypica,0.0009156638416597078,311,Extra Trees,0.7302500809994198,0.05733706763082255
Leuconostoc citreum,0.0009120451674622009,312,Extra Trees,0.7302500809994198,0.05733706763082255
Mogibacterium timidum,0.0009111362465336625,313,Extra Trees,0.7302500809994198,0.05733706763082255
Alistipes inops,0.0009106439788468847,314,Extra Trees,0.7302500809994198,0.05733706763082255
Clostridium sp AF34 13,0.0009104265856444912,315,Extra Trees,0.7302500809994198,0.05733706763082255
Butyricicoccus SGB14985,0.0009100931326083913,316,Extra Trees,0.7302500809994198,0.05733706763082255
GGB2982 SGB3964,0.0009091983735944978,317,Extra Trees,0.7302500809994198,0.05733706763082255
Clostridium sp SN20,0.0009084552556836888,318,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9818 SGB15459,0.0009075203848901813,319,Extra Trees,0.7302500809994198,0.05733706763082255
Lachnospiraceae bacterium OM04 12BH,0.0009057908846076444,320,Extra Trees,0.7302500809994198,0.05733706763082255
Saccharomyces cerevisiae,0.0009050224945809565,321,Extra Trees,0.7302500809994198,0.05733706763082255
Enterocloster asparagiformis,0.0009041783010684165,322,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9619 SGB15067,0.0009027051259037662,323,Extra Trees,0.7302500809994198,0.05733706763082255
Alistipes dispar,0.0009011110526888237,324,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9635 SGB15106,0.0008993136113944125,325,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9707 SGB15229,0.0008992694984845624,326,Extra Trees,0.7302500809994198,0.05733706763082255
Streptococcus constellatus,0.0008977987041828055,327,Extra Trees,0.7302500809994198,0.05733706763082255
Bacteroides eggerthii,0.0008969445268350834,328,Extra Trees,0.7302500809994198,0.05733706763082255
Christensenellaceae bacterium,0.0008952630989748991,329,Extra Trees,0.7302500809994198,0.05733706763082255
Enterococcus faecalis,0.0008949996616945321,330,Extra Trees,0.7302500809994198,0.05733706763082255
Massilimaliae timonensis,0.0008945855339162527,331,Extra Trees,0.7302500809994198,0.05733706763082255
Harryflintia acetispora,0.0008936142752761278,332,Extra Trees,0.7302500809994198,0.05733706763082255
Clostridiales unclassified SGB15145,0.0008935010953341375,333,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9644 SGB15121,0.0008924037315537333,334,Extra Trees,0.7302500809994198,0.05733706763082255
Oscillospiraceae bacterium NSJ 64,0.0008922939218772225,335,Extra Trees,0.7302500809994198,0.05733706763082255
Streptococcus mitis,0.00089203601792242,336,Extra Trees,0.7302500809994198,0.05733706763082255
Actinomyces SGB17168,0.0008914537832834553,337,Extra Trees,0.7302500809994198,0.05733706763082255
Opitutales bacterium,0.0008906889436125538,338,Extra Trees,0.7302500809994198,0.05733706763082255
Hafnia paralvei,0.0008899587457528241,339,Extra Trees,0.7302500809994198,0.05733706763082255
Actinomyces sp S6 Spd3,0.0008896136839573294,340,Extra Trees,0.7302500809994198,0.05733706763082255
Turicibacter sanguinis,0.0008880458051635561,341,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9494 SGB14891,0.0008875062199931831,342,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9237 SGB14179,0.0008874227979904356,343,Extra Trees,0.7302500809994198,0.05733706763082255
Streptococcus sp 263 SSPC,0.0008864248914654812,344,Extra Trees,0.7302500809994198,0.05733706763082255
Clostridiaceae unclassified SGB4769,0.0008855055019729764,345,Extra Trees,0.7302500809994198,0.05733706763082255
Negativicoccus succinicivorans,0.0008847809505417095,346,Extra Trees,0.7302500809994198,0.05733706763082255
Clostridia unclassified SGB4367,0.0008838660427777338,347,Extra Trees,0.7302500809994198,0.05733706763082255
Eubacterium siraeum,0.0008807912208796511,348,Extra Trees,0.7302500809994198,0.05733706763082255
Alistipes senegalensis,0.0008800123922914595,349,Extra Trees,0.7302500809994198,0.05733706763082255
Ruminococcaceae bacterium AM07 15,0.0008775303288810811,350,Extra Trees,0.7302500809994198,0.05733706763082255
Enterocloster clostridioformis,0.0008761982625647346,351,Extra Trees,0.7302500809994198,0.05733706763082255
Actinomyces SGB17154,0.0008753270276433047,352,Extra Trees,0.7302500809994198,0.05733706763082255
Streptococcus rubneri,0.000873339056622753,353,Extra Trees,0.7302500809994198,0.05733706763082255
Erysipelatoclostridium ramosum,0.0008702047278234416,354,Extra Trees,0.7302500809994198,0.05733706763082255
Streptococcus thermophilus,0.0008697266102984293,355,Extra Trees,0.7302500809994198,0.05733706763082255
Anaerotruncus rubiinfantis,0.0008683056711520244,356,Extra Trees,0.7302500809994198,0.05733706763082255
Ruminococcaceae unclassified SGB15233,0.0008663884287958404,357,Extra Trees,0.7302500809994198,0.05733706763082255
Clostridium sp AF36 4,0.0008606767706964145,358,Extra Trees,0.7302500809994198,0.05733706763082255
Fusobacterium necrophorum,0.0008569440341306951,359,Extra Trees,0.7302500809994198,0.05733706763082255
Prevotella bivia,0.0008558277794290598,360,Extra Trees,0.7302500809994198,0.05733706763082255
GGB39918 SGB47522,0.0008537437797865819,361,Extra Trees,0.7302500809994198,0.05733706763082255
Blautia stercoris,0.0008518448051888828,362,Extra Trees,0.7302500809994198,0.05733706763082255
Faecalitalea cylindroides,0.0008465605176756742,363,Extra Trees,0.7302500809994198,0.05733706763082255
Parasutterella SGB9260,0.0008462478059614884,364,Extra Trees,0.7302500809994198,0.05733706763082255
GGB4651 SGB6438,0.0008455521643395698,365,Extra Trees,0.7302500809994198,0.05733706763082255
Candidatus Alloscillospira gallinarum,0.0008454845791872027,366,Extra Trees,0.7302500809994198,0.05733706763082255
Lactococcus lactis,0.0008451195720659045,367,Extra Trees,0.7302500809994198,0.05733706763082255
Latilactobacillus sakei,0.0008439245510414941,368,Extra Trees,0.7302500809994198,0.05733706763082255
GGB27776 SGB40190,0.0008436670353082903,369,Extra Trees,0.7302500809994198,0.05733706763082255
Holdemanella biformis,0.00084123094280775,370,Extra Trees,0.7302500809994198,0.05733706763082255
Cuneatibacter caecimuris,0.0008392168023483657,371,Extra Trees,0.7302500809994198,0.05733706763082255
Negativibacillus massiliensis,0.0008385863503968201,372,Extra Trees,0.7302500809994198,0.05733706763082255
Fretibacterium fastidiosum,0.0008380534294154073,373,Extra Trees,0.7302500809994198,0.05733706763082255
Streptococcus mutans,0.0008373172936551254,374,Extra Trees,0.7302500809994198,0.05733706763082255
Lachnospira sp NSJ 43,0.0008371860145266443,375,Extra Trees,0.7302500809994198,0.05733706763082255
Leptotrichia trevisanii,0.0008355093187725106,376,Extra Trees,0.7302500809994198,0.05733706763082255
GGB6613 SGB9347,0.0008344919598118044,377,Extra Trees,0.7302500809994198,0.05733706763082255
Longicatena caecimuris,0.0008333233333821582,378,Extra Trees,0.7302500809994198,0.05733706763082255
GGB4768 SGB6601,0.0008319663006217748,379,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9593 SGB15015,0.0008317612388576544,380,Extra Trees,0.7302500809994198,0.05733706763082255
Veillonella ratti,0.0008313949505722798,381,Extra Trees,0.7302500809994198,0.05733706763082255
GGB1266 SGB1699,0.0008306703931680755,382,Extra Trees,0.7302500809994198,0.05733706763082255
Streptococcus infantis,0.0008298589228033432,383,Extra Trees,0.7302500809994198,0.05733706763082255
Clostridium sp AM42 4,0.0008298395920779507,384,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9730 SGB15291,0.0008294549433892316,385,Extra Trees,0.7302500809994198,0.05733706763082255
Blautia faecicola,0.0008292380883959198,386,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9059 SGB13976,0.0008288562481515834,387,Extra Trees,0.7302500809994198,0.05733706763082255
Clostridium perfringens,0.000828751036508039,388,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9610 SGB15045,0.0008245813506678656,389,Extra Trees,0.7302500809994198,0.05733706763082255
Frisingicoccus caecimuris,0.0008233387382060745,390,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9634 SGB15093,0.000823057212048905,391,Extra Trees,0.7302500809994198,0.05733706763082255
Intestinimonas timonensis,0.0008208392949912565,392,Extra Trees,0.7302500809994198,0.05733706763082255
Streptococcus gordonii,0.0008207053057689307,393,Extra Trees,0.7302500809994198,0.05733706763082255
Clostridium innocuum,0.0008202727168784647,394,Extra Trees,0.7302500809994198,0.05733706763082255
Peptococcaceae bacterium,0.0008186612045805942,395,Extra Trees,0.7302500809994198,0.05733706763082255
Blautia SGB4831,0.0008173842309165023,396,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9774 SGB15394,0.0008167214930587498,397,Extra Trees,0.7302500809994198,0.05733706763082255
Aggregatibacter sp oral taxon 458,0.0008167189232799858,398,Extra Trees,0.7302500809994198,0.05733706763082255
Eubacterium sp AF34 35BH,0.0008164042497450901,399,Extra Trees,0.7302500809994198,0.05733706763082255
Lactobacillus gasseri,0.0008163829364664933,400,Extra Trees,0.7302500809994198,0.05733706763082255
Eikenella corrodens,0.0008163520132557316,401,Extra Trees,0.7302500809994198,0.05733706763082255
Ruminococcaceae unclassified SGB15265,0.0008152561137447688,402,Extra Trees,0.7302500809994198,0.05733706763082255
Eisenbergiella tayi,0.0008152453336777096,403,Extra Trees,0.7302500809994198,0.05733706763082255
Veillonella rogosae,0.0008148729034443399,404,Extra Trees,0.7302500809994198,0.05733706763082255
Prevotella copri clade B,0.0008146684925285627,405,Extra Trees,0.7302500809994198,0.05733706763082255
Clostridia unclassified SGB15402,0.0008132119198950261,406,Extra Trees,0.7302500809994198,0.05733706763082255
Eggerthellaceae unclassified SGB14341,0.0008125479121661123,407,Extra Trees,0.7302500809994198,0.05733706763082255
Eisenbergiella massiliensis,0.0008121090955500252,408,Extra Trees,0.7302500809994198,0.05733706763082255
GGB58233 SGB79883,0.0008088847868783255,409,Extra Trees,0.7302500809994198,0.05733706763082255
Mediterraneibacter sp gm002,0.0008076099666340366,410,Extra Trees,0.7302500809994198,0.05733706763082255
Eggerthella sinensis,0.0008073663033378619,411,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9627 SGB15081,0.0008069289213169959,412,Extra Trees,0.7302500809994198,0.05733706763082255
Candidatus Nanosynsacchari sp TM7 ANC 38 39 G1 1,0.0008064287106074048,413,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9615 SGB15051,0.000806239415707578,414,Extra Trees,0.7302500809994198,0.05733706763082255
Prevotellamassilia timonensis,0.0008057920253983462,415,Extra Trees,0.7302500809994198,0.05733706763082255
Phocea massiliensis,0.0008052923115413797,416,Extra Trees,0.7302500809994198,0.05733706763082255
Rothia dentocariosa,0.0008051990268513433,417,Extra Trees,0.7302500809994198,0.05733706763082255
GGB3478 SGB4643,0.0008032199039619539,418,Extra Trees,0.7302500809994198,0.05733706763082255
Catabacter hongkongensis,0.0008012197760524448,419,Extra Trees,0.7302500809994198,0.05733706763082255
Fournierella massiliensis,0.0008001567708027589,420,Extra Trees,0.7302500809994198,0.05733706763082255
Porphyromonas somerae,0.0007982824681836912,421,Extra Trees,0.7302500809994198,0.05733706763082255
Methanobrevibacter smithii,0.0007975025425643503,422,Extra Trees,0.7302500809994198,0.05733706763082255
Senegalimassilia faecalis,0.0007973836072975848,423,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9695 SGB15211,0.0007973038417333284,424,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9631 SGB15085,0.000797159960161399,425,Extra Trees,0.7302500809994198,0.05733706763082255
Mediterraneibacter glycyrrhizinilyticus,0.0007949819852272157,426,Extra Trees,0.7302500809994198,0.05733706763082255
GGB45491 SGB63163,0.0007939554472299042,427,Extra Trees,0.7302500809994198,0.05733706763082255
Eubacterium sp AF15 50,0.0007935475092873736,428,Extra Trees,0.7302500809994198,0.05733706763082255
GGB38171 SGB72433,0.0007925502666304157,429,Extra Trees,0.7302500809994198,0.05733706763082255
GGB58485 SGB80143,0.0007907928826834697,430,Extra Trees,0.7302500809994198,0.05733706763082255
GGB3490 SGB4664,0.0007906043728060335,431,Extra Trees,0.7302500809994198,0.05733706763082255
Candidatus Schneewindia gallinarum,0.00079051977951539,432,Extra Trees,0.7302500809994198,0.05733706763082255
Corynebacterium argentoratense,0.000789104974115456,433,Extra Trees,0.7302500809994198,0.05733706763082255
GGB3277 SGB4327,0.0007889380168397724,434,Extra Trees,0.7302500809994198,0.05733706763082255
Acidaminococcus SGB42794,0.0007884673040464103,435,Extra Trees,0.7302500809994198,0.05733706763082255
Fusobacterium pseudoperiodonticum,0.0007883119448862752,436,Extra Trees,0.7302500809994198,0.05733706763082255
Alistipes ihumii,0.0007880510907001417,437,Extra Trees,0.7302500809994198,0.05733706763082255
Pediococcus pentosaceus,0.000788003096880848,438,Extra Trees,0.7302500809994198,0.05733706763082255
Candidatus Neochristensenella gallicola,0.0007872159898877722,439,Extra Trees,0.7302500809994198,0.05733706763082255
Massilistercora timonensis,0.0007871234656526574,440,Extra Trees,0.7302500809994198,0.05733706763082255
Dialister hominis,0.0007859562037262201,441,Extra Trees,0.7302500809994198,0.05733706763082255
Coprobacter fastidiosus,0.0007842364071429682,442,Extra Trees,0.7302500809994198,0.05733706763082255
Campylobacter ureolyticus,0.0007838004881644128,443,Extra Trees,0.7302500809994198,0.05733706763082255
Victivallis vadensis,0.0007834415970892787,444,Extra Trees,0.7302500809994198,0.05733706763082255
Aggregatibacter segnis,0.0007821678208217908,445,Extra Trees,0.7302500809994198,0.05733706763082255
Comamonas kerstersii,0.0007806936197528484,446,Extra Trees,0.7302500809994198,0.05733706763082255
GGB3463 SGB4621,0.0007789518046536421,447,Extra Trees,0.7302500809994198,0.05733706763082255
GGB1250 SGB1672,0.0007783623261410208,448,Extra Trees,0.7302500809994198,0.05733706763082255
Selenomonas sp oral taxon 126,0.0007780144547189936,449,Extra Trees,0.7302500809994198,0.05733706763082255
Roseburia SGB4958,0.0007777774325489122,450,Extra Trees,0.7302500809994198,0.05733706763082255
Gemmiger SGB15295,0.0007769193727709671,451,Extra Trees,0.7302500809994198,0.05733706763082255
Abiotrophia defectiva,0.000776578646734687,452,Extra Trees,0.7302500809994198,0.05733706763082255
Candidatus Nanosynbacter lyticus,0.0007762341742245642,453,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9729 SGB15288,0.0007758793455567727,454,Extra Trees,0.7302500809994198,0.05733706763082255
Rothia aeria,0.0007740783078022375,455,Extra Trees,0.7302500809994198,0.05733706763082255
Clostridium cocleatum,0.0007721306708852168,456,Extra Trees,0.7302500809994198,0.05733706763082255
Lachnospiraceae unclassified SGB71704,0.0007717507501323386,457,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9559 SGB14969,0.0007714361051857892,458,Extra Trees,0.7302500809994198,0.05733706763082255
Megasphaera stantonii,0.0007691192597952627,459,Extra Trees,0.7302500809994198,0.05733706763082255
Christensenellaceae bacterium NSJ 44,0.0007672162829842344,460,Extra Trees,0.7302500809994198,0.05733706763082255
Streptococcus oralis,0.0007665194970827556,461,Extra Trees,0.7302500809994198,0.05733706763082255
GGB6561 SGB9269,0.0007647363045655461,462,Extra Trees,0.7302500809994198,0.05733706763082255
GGB45495 SGB63167,0.0007634508714339796,463,Extra Trees,0.7302500809994198,0.05733706763082255
GGB1109 SGB1423,0.0007606908593855838,464,Extra Trees,0.7302500809994198,0.05733706763082255
Eggerthellaceae unclassified SGB14322,0.0007585644545059425,465,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9604 SGB15036,0.0007577723869905701,466,Extra Trees,0.7302500809994198,0.05733706763082255
Amedibacterium intestinale,0.0007571588423446117,467,Extra Trees,0.7302500809994198,0.05733706763082255
GGB3537 SGB4727,0.0007554450823922503,468,Extra Trees,0.7302500809994198,0.05733706763082255
Clostridia unclassified SGB6369,0.000755070673805197,469,Extra Trees,0.7302500809994198,0.05733706763082255
Oscillibacter SGB15077,0.0007543500711066429,470,Extra Trees,0.7302500809994198,0.05733706763082255
GGB6649 SGB9391,0.00075398008227303,471,Extra Trees,0.7302500809994198,0.05733706763082255
Senegalimassilia anaerobia,0.0007530214921266982,472,Extra Trees,0.7302500809994198,0.05733706763082255
Massilioclostridium coli,0.0007500184153669825,473,Extra Trees,0.7302500809994198,0.05733706763082255
Blautia sp AF19 10LB,0.0007496957541001646,474,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9646 SGB15123,0.000748672417176414,475,Extra Trees,0.7302500809994198,0.05733706763082255
Trueperella pyogenes,0.0007478811400085181,476,Extra Trees,0.7302500809994198,0.05733706763082255
GGB3385 SGB4471,0.0007456976865077927,477,Extra Trees,0.7302500809994198,0.05733706763082255
Streptococcus cristatus,0.0007439466493495376,478,Extra Trees,0.7302500809994198,0.05733706763082255
Neisseria subflava,0.0007413674989537753,479,Extra Trees,0.7302500809994198,0.05733706763082255
Blautia hansenii,0.0007403320199077754,480,Extra Trees,0.7302500809994198,0.05733706763082255
GGB4308 SGB5895,0.0007401756183964315,481,Extra Trees,0.7302500809994198,0.05733706763082255
Paraeggerthella hongkongensis,0.0007394404950947306,482,Extra Trees,0.7302500809994198,0.05733706763082255
Clostridia unclassified SGB71368,0.0007393834518418393,483,Extra Trees,0.7302500809994198,0.05733706763082255
GGB51510 SGB71883,0.0007392600696519812,484,Extra Trees,0.7302500809994198,0.05733706763082255
Lachnospiraceae bacterium NSJ 46,0.0007389402672733707,485,Extra Trees,0.7302500809994198,0.05733706763082255
Enorma SGB14753,0.000736736258702065,486,Extra Trees,0.7302500809994198,0.05733706763082255
Desulfovibrionaceae bacterium,0.0007362506650093264,487,Extra Trees,0.7302500809994198,0.05733706763082255
GGB6566 SGB9275,0.0007344608014623367,488,Extra Trees,0.7302500809994198,0.05733706763082255
Campylobacter SGB19337,0.000733890794938561,489,Extra Trees,0.7302500809994198,0.05733706763082255
Megasphaera sp AM44 1BH,0.000733069451019266,490,Extra Trees,0.7302500809994198,0.05733706763082255
Bacteroides pyogenes,0.0007328562174377144,491,Extra Trees,0.7302500809994198,0.05733706763082255
Mogibacterium diversum,0.0007323553235625107,492,Extra Trees,0.7302500809994198,0.05733706763082255
Clostridia unclassified SGB6376,0.0007309471271717014,493,Extra Trees,0.7302500809994198,0.05733706763082255
Lactobacillus iners,0.0007299379905949495,494,Extra Trees,0.7302500809994198,0.05733706763082255
Gemella bergeri,0.0007286161270334829,495,Extra Trees,0.7302500809994198,0.05733706763082255
Dialister invisus,0.0007269893310160581,496,Extra Trees,0.7302500809994198,0.05733706763082255
Clostridium disporicum,0.0007263770386182045,497,Extra Trees,0.7302500809994198,0.05733706763082255
Meiothermus silvanus,0.000726057265750812,498,Extra Trees,0.7302500809994198,0.05733706763082255
Leclercia adecarboxylata,0.0007252727165804847,499,Extra Trees,0.7302500809994198,0.05733706763082255
Blautia producta,0.0007244833651467178,500,Extra Trees,0.7302500809994198,0.05733706763082255
Clostridia unclassified SGB66170,0.0007229667680541111,501,Extra Trees,0.7302500809994198,0.05733706763082255
Paraprevotella xylaniphila,0.0007228273590318555,502,Extra Trees,0.7302500809994198,0.05733706763082255
Lactobacillus helveticus,0.0007220619800453914,503,Extra Trees,0.7302500809994198,0.05733706763082255
Treponema succinifaciens,0.0007217904129326631,504,Extra Trees,0.7302500809994198,0.05733706763082255
Butyricimonas paravirosa,0.0007213162574782213,505,Extra Trees,0.7302500809994198,0.05733706763082255
Robinsoniella peoriensis,0.0007211405763780161,506,Extra Trees,0.7302500809994198,0.05733706763082255
Lachnospiraceae bacterium oral taxon 096,0.0007210604546322638,507,Extra Trees,0.7302500809994198,0.05733706763082255
Ruminococcus SGB4421,0.0007195138385996184,508,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9597 SGB15022,0.0007181647404653001,509,Extra Trees,0.7302500809994198,0.05733706763082255
Holdemania massiliensis,0.0007181338683180435,510,Extra Trees,0.7302500809994198,0.05733706763082255
Ruminococcus sp NSJ 71,0.0007179928307633353,511,Extra Trees,0.7302500809994198,0.05733706763082255
Collinsella bouchesdurhonensis,0.0007171057171956752,512,Extra Trees,0.7302500809994198,0.05733706763082255
Lactobacillus pontis,0.0007167115937481732,513,Extra Trees,0.7302500809994198,0.05733706763082255
Clostridiales unclassified SGB15150,0.0007155245834479021,514,Extra Trees,0.7302500809994198,0.05733706763082255
GGB4538 SGB6253,0.0007145207208338824,515,Extra Trees,0.7302500809994198,0.05733706763082255
Salmonella enterica,0.0007133123211239768,516,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9709 SGB15238,0.0007129423152813161,517,Extra Trees,0.7302500809994198,0.05733706763082255
Blautia sp OF03 15BH,0.0007103224344614963,518,Extra Trees,0.7302500809994198,0.05733706763082255
Gordonibacter urolithinfaciens,0.0007086527532363178,519,Extra Trees,0.7302500809994198,0.05733706763082255
Eubacterium sulci,0.0007086189151872921,520,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9635 SGB15104,0.0007081083866858841,521,Extra Trees,0.7302500809994198,0.05733706763082255
Olsenella sp GAM18,0.0007057512719721761,522,Extra Trees,0.7302500809994198,0.05733706763082255
Isoptericola variabilis,0.0007056435730261506,523,Extra Trees,0.7302500809994198,0.05733706763082255
GGB12785 SGB19827,0.0007042190744070209,524,Extra Trees,0.7302500809994198,0.05733706763082255
Butyricimonas faecihominis,0.0007030910437682448,525,Extra Trees,0.7302500809994198,0.05733706763082255
Phocaeicola sartorii,0.0007004024241934737,526,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9635 SGB15101,0.0006998882202772924,527,Extra Trees,0.7302500809994198,0.05733706763082255
Eggerthellaceae bacterium,0.0006989297212848488,528,Extra Trees,0.7302500809994198,0.05733706763082255
Anaerotignum lactatifermentans,0.0006987187209024536,529,Extra Trees,0.7302500809994198,0.05733706763082255
Christensenella sp NSJ 35,0.0006979198734937242,530,Extra Trees,0.7302500809994198,0.05733706763082255
Lactobacillus panis,0.000697775373739728,531,Extra Trees,0.7302500809994198,0.05733706763082255
Erysipelotrichaceae bacterium 3 1 53,0.0006976822897417415,532,Extra Trees,0.7302500809994198,0.05733706763082255
Blautia caecimuris,0.0006963076098834756,533,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9694 SGB15201,0.0006950748207514028,534,Extra Trees,0.7302500809994198,0.05733706763082255
Dialister SGB5817,0.0006950620266652397,535,Extra Trees,0.7302500809994198,0.05733706763082255
GGB3433 SGB4573,0.000694081731343644,536,Extra Trees,0.7302500809994198,0.05733706763082255
Filifactor alocis,0.0006936930011503427,537,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9590 SGB15012,0.0006932791719298349,538,Extra Trees,0.7302500809994198,0.05733706763082255
Lachnospiraceae bacterium NSJ 29,0.0006921285780894971,539,Extra Trees,0.7302500809994198,0.05733706763082255
Blautia sp MSK 21 1,0.0006919275711335107,540,Extra Trees,0.7302500809994198,0.05733706763082255
GGB6132 SGB8779,0.0006914217310206494,541,Extra Trees,0.7302500809994198,0.05733706763082255
Morganella morganii,0.0006899780898320304,542,Extra Trees,0.7302500809994198,0.05733706763082255
Clostridia bacterium 12CBH8,0.0006894551782403386,543,Extra Trees,0.7302500809994198,0.05733706763082255
GGB4566 SGB6305,0.0006894162865321871,544,Extra Trees,0.7302500809994198,0.05733706763082255
Megamonas hypermegale,0.0006888980528421432,545,Extra Trees,0.7302500809994198,0.05733706763082255
Candidatus Metalachnospira gallinarum,0.0006878685565881257,546,Extra Trees,0.7302500809994198,0.05733706763082255
Clostridiales Family XIII Incertae Sedis unclassified SGB3978,0.0006875156204329961,547,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9635 SGB15103,0.000687408869960227,548,Extra Trees,0.7302500809994198,0.05733706763082255
Anaerostipes caccae,0.0006873505096256594,549,Extra Trees,0.7302500809994198,0.05733706763082255
Prevotella SGB1589,0.0006870801723771786,550,Extra Trees,0.7302500809994198,0.05733706763082255
Leuconostoc lactis,0.0006870489010991814,551,Extra Trees,0.7302500809994198,0.05733706763082255
Clostridia unclassified SGB71281,0.0006867174533102061,552,Extra Trees,0.7302500809994198,0.05733706763082255
Blautia hydrogenotrophica,0.0006860064251848075,553,Extra Trees,0.7302500809994198,0.05733706763082255
Candidatus Metaruminococcus gallistercoris,0.0006850949024765938,554,Extra Trees,0.7302500809994198,0.05733706763082255
Brachyspira aalborgi,0.0006847671817030712,555,Extra Trees,0.7302500809994198,0.05733706763082255
GGB3491 SGB4665,0.0006842288951596628,556,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9695 SGB15210,0.0006830861077481273,557,Extra Trees,0.7302500809994198,0.05733706763082255
Clostridium paraputrificum,0.0006824894323324484,558,Extra Trees,0.7302500809994198,0.05733706763082255
GGB4482 SGB6176,0.0006816994543651988,559,Extra Trees,0.7302500809994198,0.05733706763082255
GGB3614 SGB4886,0.000680047377628934,560,Extra Trees,0.7302500809994198,0.05733706763082255
Prevotella histicola,0.0006798564065728789,561,Extra Trees,0.7302500809994198,0.05733706763082255
GGB58158 SGB79798,0.0006795851835748984,562,Extra Trees,0.7302500809994198,0.05733706763082255
