species,importance,rank,method,cv_auc_mean,cv_auc_sd
GGB9634 SGB15093,0.0011196776356443318,290,Random Forest,0.7415403585426574,0.05890198952181386
Desulfovibrio piger,0.0011163604857206985,291,Random Forest,0.7415403585426574,0.05890198952181386
Ruminococcaceae unclassified SGB15265,0.0011065215770682142,292,Random Forest,0.7415403585426574,0.05890198952181386
Enterocloster asparagiformis,0.0011006695956468514,293,Random Forest,0.7415403585426574,0.05890198952181386
Lachnospiraceae bacterium OM04 12BH,0.0010976718249085778,294,Random Forest,0.7415403585426574,0.05890198952181386
Mediterraneibacter glycyrrhizinilyticus,0.0010976663783433596,295,Random Forest,0.7415403585426574,0.05890198952181386
GGB9642 SGB15119,0.0010925405103035858,296,Random Forest,0.7415403585426574,0.05890198952181386
GGB35068 SGB47850,0.0010911832310342385,297,Random Forest,0.7415403585426574,0.05890198952181386
GGB9494 SGB14891,0.0010821020362798556,298,Random Forest,0.7415403585426574,0.05890198952181386
Streptococcus oralis,0.0010779893187096653,299,Random Forest,0.7415403585426574,0.05890198952181386
Senegalimassilia faecalis,0.0010775104154774416,300,Random Forest,0.7415403585426574,0.05890198952181386
Eubacterium siraeum,0.0010765142891187847,301,Random Forest,0.7415403585426574,0.05890198952181386
Clostridia bacterium 12CBH8,0.0010675937692430947,302,Random Forest,0.7415403585426574,0.05890198952181386
GGB3537 SGB4727,0.001065735197223356,303,Random Forest,0.7415403585426574,0.05890198952181386
Dielma fastidiosa,0.001060209734733637,304,Random Forest,0.7415403585426574,0.05890198952181386
Bittarella massiliensis,0.0010572616839677263,305,Random Forest,0.7415403585426574,0.05890198952181386
Blautia producta,0.0010557644830127705,306,Random Forest,0.7415403585426574,0.05890198952181386
Oribacterium sp oral taxon 078,0.0010556466128779965,307,Random Forest,0.7415403585426574,0.05890198952181386
GGB9636 SGB15107,0.001050983745578296,308,Random Forest,0.7415403585426574,0.05890198952181386
Clostridia unclassified SGB4367,0.0010461150627942522,309,Random Forest,0.7415403585426574,0.05890198952181386
GGB6606 SGB9340,0.0010369707413929747,310,Random Forest,0.7415403585426574,0.05890198952181386
GGB9694 SGB15201,0.001035866329692235,311,Random Forest,0.7415403585426574,0.05890198952181386
Bifidobacterium dentium,0.0010265590899764458,312,Random Forest,0.7415403585426574,0.05890198952181386
Enterococcus faecalis,0.001025907205898928,313,Random Forest,0.7415403585426574,0.05890198952181386
Escherichia marmotae,0.0010251975518006337,314,Random Forest,0.7415403585426574,0.05890198952181386
Alistipes ihumii,0.001022025001015046,315,Random Forest,0.7415403585426574,0.05890198952181386
Lachnospiraceae bacterium NSJ 29,0.0010218926650868267,316,Random Forest,0.7415403585426574,0.05890198952181386
Clostridium spiroforme,0.0010211310884300994,317,Random Forest,0.7415403585426574,0.05890198952181386
Dialister invisus,0.0010137692607314953,318,Random Forest,0.7415403585426574,0.05890198952181386
Haemophilus influenzae,0.001013570241792972,319,Random Forest,0.7415403585426574,0.05890198952181386
Leuconostoc mesenteroides,0.001009021500049902,320,Random Forest,0.7415403585426574,0.05890198952181386
Slackia exigua,0.0010072444987097202,321,Random Forest,0.7415403585426574,0.05890198952181386
Ruminococcaceae bacterium AM07 15,0.0010071201280788518,322,Random Forest,0.7415403585426574,0.05890198952181386
Intestinimonas timonensis,0.0010067790429613016,323,Random Forest,0.7415403585426574,0.05890198952181386
Enterococcus faecium,0.0010058532339155366,324,Random Forest,0.7415403585426574,0.05890198952181386
Clostridiaceae unclassified SGB4769,0.0010034291174483658,325,Random Forest,0.7415403585426574,0.05890198952181386
Clostridium sp AF36 4,0.0009950312389443287,326,Random Forest,0.7415403585426574,0.05890198952181386
Clostridia unclassified SGB71281,0.000994999954618901,327,Random Forest,0.7415403585426574,0.05890198952181386
Alistipes sp AF17 16,0.0009946353726824017,328,Random Forest,0.7415403585426574,0.05890198952181386
Eubacterium sp An11,0.0009940236348981665,329,Random Forest,0.7415403585426574,0.05890198952181386
Fusobacterium mortiferum,0.0009889621131434485,330,Random Forest,0.7415403585426574,0.05890198952181386
GGB9707 SGB15229,0.000988277029367283,331,Random Forest,0.7415403585426574,0.05890198952181386
Christensenella minuta,0.0009881014650037596,332,Random Forest,0.7415403585426574,0.05890198952181386
Lachnoclostridium SGB4598,0.0009793208672492933,333,Random Forest,0.7415403585426574,0.05890198952181386
Candidatus Pseudobutyricicoccus lothianensis,0.000977592091715571,334,Random Forest,0.7415403585426574,0.05890198952181386
Fusobacterium varium,0.0009752602722959766,335,Random Forest,0.7415403585426574,0.05890198952181386
GGB9677 SGB15180,0.0009724161806930617,336,Random Forest,0.7415403585426574,0.05890198952181386
Ruminococcaceae unclassified SGB15234,0.0009679003410577442,337,Random Forest,0.7415403585426574,0.05890198952181386
Alistipes inops,0.0009676413368989976,338,Random Forest,0.7415403585426574,0.05890198952181386
Intestinimonas gabonensis,0.0009626043501047576,339,Random Forest,0.7415403585426574,0.05890198952181386
Blautia SGB4831,0.0009598895405532063,340,Random Forest,0.7415403585426574,0.05890198952181386
GGB9568 SGB14980,0.0009594795799749244,341,Random Forest,0.7415403585426574,0.05890198952181386
Angelakisella massiliensis,0.0009575489112822943,342,Random Forest,0.7415403585426574,0.05890198952181386
Candidatus Nanosynsacchari sp TM7 ANC 38 39 G1 1,0.000954623601916684,343,Random Forest,0.7415403585426574,0.05890198952181386
Mesosutterella multiformis,0.0009528852506809811,344,Random Forest,0.7415403585426574,0.05890198952181386
GGB3570 SGB4777,0.0009507532528496759,345,Random Forest,0.7415403585426574,0.05890198952181386
Bifidobacterium breve,0.0009494621278034272,346,Random Forest,0.7415403585426574,0.05890198952181386
GGB9590 SGB15012,0.000949387595537751,347,Random Forest,0.7415403585426574,0.05890198952181386
Streptococcus equinus,0.000946149721612392,348,Random Forest,0.7415403585426574,0.05890198952181386
GGB58233 SGB79883,0.0009448632377482757,349,Random Forest,0.7415403585426574,0.05890198952181386
GGB4482 SGB6176,0.0009448049858796781,350,Random Forest,0.7415403585426574,0.05890198952181386
Phascolarctobacterium succinatutens,0.0009423550950896748,351,Random Forest,0.7415403585426574,0.05890198952181386
Alistipes dispar,0.0009399754637372595,352,Random Forest,0.7415403585426574,0.05890198952181386
GGB9637 SGB15111,0.0009376178374304166,353,Random Forest,0.7415403585426574,0.05890198952181386
Anaerostipes caccae,0.0009362692987990315,354,Random Forest,0.7415403585426574,0.05890198952181386
GGB9512 SGB14909,0.0009360509414535368,355,Random Forest,0.7415403585426574,0.05890198952181386
Ruminococcus sp AF41 9,0.0009336504361192084,356,Random Forest,0.7415403585426574,0.05890198952181386
Prevotella SGB1680,0.0009327937081039601,357,Random Forest,0.7415403585426574,0.05890198952181386
GGB9524 SGB14924,0.0009320867561780994,358,Random Forest,0.7415403585426574,0.05890198952181386
Ruminococcaceae unclassified SGB15233,0.0009311921897418802,359,Random Forest,0.7415403585426574,0.05890198952181386
Paraprevotella xylaniphila,0.0009295290382483926,360,Random Forest,0.7415403585426574,0.05890198952181386
Anaeroglobus geminatus,0.0009294642441730786,361,Random Forest,0.7415403585426574,0.05890198952181386
Actinomyces sp ICM58,0.0009285112952238259,362,Random Forest,0.7415403585426574,0.05890198952181386
Lachnospira sp NSJ 43,0.0009274517663356942,363,Random Forest,0.7415403585426574,0.05890198952181386
Massilioclostridium coli,0.0009272120758133712,364,Random Forest,0.7415403585426574,0.05890198952181386
Eggerthellaceae unclassified SGB14341,0.0009256974416753331,365,Random Forest,0.7415403585426574,0.05890198952181386
Porphyromonas endodontalis,0.0009185115141452978,366,Random Forest,0.7415403585426574,0.05890198952181386
Blautia sp AF19 10LB,0.0009178689794754772,367,Random Forest,0.7415403585426574,0.05890198952181386
GGB9635 SGB15106,0.0009130349528081374,368,Random Forest,0.7415403585426574,0.05890198952181386
GGB39918 SGB47522,0.0009100641237711349,369,Random Forest,0.7415403585426574,0.05890198952181386
Clostridium sp AM42 4,0.0009097767983767844,370,Random Forest,0.7415403585426574,0.05890198952181386
Candidatus Gallimonas merdae,0.0009065034985082454,371,Random Forest,0.7415403585426574,0.05890198952181386
Isoptericola variabilis,0.0009063211112273293,372,Random Forest,0.7415403585426574,0.05890198952181386
Sutterella parvirubra,0.0009041959262666947,373,Random Forest,0.7415403585426574,0.05890198952181386
Roseburia SGB4958,0.0009020357259560163,374,Random Forest,0.7415403585426574,0.05890198952181386
Eubacterium sulci,0.0009013039058983112,375,Random Forest,0.7415403585426574,0.05890198952181386
Holdemanella biformis,0.000899659707650385,376,Random Forest,0.7415403585426574,0.05890198952181386
Clostridium sp AF27 2AA,0.0008994369104996199,377,Random Forest,0.7415403585426574,0.05890198952181386
Parasutterella SGB9260,0.0008943132839749447,378,Random Forest,0.7415403585426574,0.05890198952181386
Neobittarella massiliensis,0.0008935643691648204,379,Random Forest,0.7415403585426574,0.05890198952181386
Eubacterium sp AF15 50,0.0008924133879726233,380,Random Forest,0.7415403585426574,0.05890198952181386
GGB9712 SGB15244,0.0008919271456081993,381,Random Forest,0.7415403585426574,0.05890198952181386
Clostridia unclassified SGB15402,0.0008853360571762587,382,Random Forest,0.7415403585426574,0.05890198952181386
Oscillibacter sp PC13,0.0008799139312383363,383,Random Forest,0.7415403585426574,0.05890198952181386
Blautia hansenii,0.0008776229908454971,384,Random Forest,0.7415403585426574,0.05890198952181386
Clostridium scindens,0.0008764860198893961,385,Random Forest,0.7415403585426574,0.05890198952181386
Lachnospira SGB5076,0.0008757858246527456,386,Random Forest,0.7415403585426574,0.05890198952181386
GGB4456 SGB6141,0.0008747494646475144,387,Random Forest,0.7415403585426574,0.05890198952181386
Kytococcus sedentarius,0.0008736815807770662,388,Random Forest,0.7415403585426574,0.05890198952181386
GGB9559 SGB14969,0.000871118588398169,389,Random Forest,0.7415403585426574,0.05890198952181386
Lactobacillus gasseri,0.0008709362481690951,390,Random Forest,0.7415403585426574,0.05890198952181386
GGB9646 SGB15123,0.0008688668774463299,391,Random Forest,0.7415403585426574,0.05890198952181386
Acidaminococcus massiliensis,0.000868234553808457,392,Random Forest,0.7415403585426574,0.05890198952181386
Streptococcus sinensis,0.0008665930802168036,393,Random Forest,0.7415403585426574,0.05890198952181386
Latilactobacillus sakei,0.0008650512255672802,394,Random Forest,0.7415403585426574,0.05890198952181386
GGB51441 SGB71759,0.0008639805103527716,395,Random Forest,0.7415403585426574,0.05890198952181386
Megasphaera micronuciformis,0.0008617871205096044,396,Random Forest,0.7415403585426574,0.05890198952181386
Faecalimonas umbilicata,0.0008592358248637373,397,Random Forest,0.7415403585426574,0.05890198952181386
Eubacterium infirmum,0.0008576187897108581,398,Random Forest,0.7415403585426574,0.05890198952181386
GGB9644 SGB15121,0.0008575897770095126,399,Random Forest,0.7415403585426574,0.05890198952181386
Hydrogeniiclostidium mannosilyticum,0.0008550463996841899,400,Random Forest,0.7415403585426574,0.05890198952181386
Morganella morganii,0.0008536805637518484,401,Random Forest,0.7415403585426574,0.05890198952181386
GGB4599 SGB6362,0.00085324330186938,402,Random Forest,0.7415403585426574,0.05890198952181386
Streptococcus cristatus,0.0008523653659247024,403,Random Forest,0.7415403585426574,0.05890198952181386
Clostridium sp AF34 13,0.0008514224618169707,404,Random Forest,0.7415403585426574,0.05890198952181386
Lachnospiraceae bacterium oral taxon 096,0.0008505954671753855,405,Random Forest,0.7415403585426574,0.05890198952181386
Roseburia sp AF02 12,0.0008487491103786233,406,Random Forest,0.7415403585426574,0.05890198952181386
Actinomyces sp ICM47,0.0008479119751870981,407,Random Forest,0.7415403585426574,0.05890198952181386
Enterocloster lavalensis,0.0008474098096537379,408,Random Forest,0.7415403585426574,0.05890198952181386
Acidaminococcaceae bacterium,0.0008428376680392738,409,Random Forest,0.7415403585426574,0.05890198952181386
GGB3887 SGB5270,0.0008426751830111188,410,Random Forest,0.7415403585426574,0.05890198952181386
Gemmiger SGB15295,0.0008398920665192435,411,Random Forest,0.7415403585426574,0.05890198952181386
Ruminococcus lactaris,0.0008386757775960107,412,Random Forest,0.7415403585426574,0.05890198952181386
Candidatus Gastranaerophilales bacterium,0.0008347846212413631,413,Random Forest,0.7415403585426574,0.05890198952181386
GGB58158 SGB79798,0.0008326213263924484,414,Random Forest,0.7415403585426574,0.05890198952181386
Massilimaliae timonensis,0.0008317199678905852,415,Random Forest,0.7415403585426574,0.05890198952181386
GGB1495 SGB2071,0.0008312336773290595,416,Random Forest,0.7415403585426574,0.05890198952181386
Lachnospiraceae bacterium BX3,0.0008299033547665306,417,Random Forest,0.7415403585426574,0.05890198952181386
Leuconostoc citreum,0.000828464245516757,418,Random Forest,0.7415403585426574,0.05890198952181386
Prevotella copri clade B,0.0008268959770466068,419,Random Forest,0.7415403585426574,0.05890198952181386
Blautia caecimuris,0.0008254873527536753,420,Random Forest,0.7415403585426574,0.05890198952181386
Clostridium sp SN20,0.000825094421808817,421,Random Forest,0.7415403585426574,0.05890198952181386
Haemophilus parahaemolyticus,0.0008231807935930136,422,Random Forest,0.7415403585426574,0.05890198952181386
Eggerthellaceae bacterium,0.0008199794526735383,423,Random Forest,0.7415403585426574,0.05890198952181386
Collinsella intestinalis,0.0008198722635700331,424,Random Forest,0.7415403585426574,0.05890198952181386
Eubacterium sp AM28 29,0.0008172026603673015,425,Random Forest,0.7415403585426574,0.05890198952181386
GGB4487 SGB6184,0.0008152445960282106,426,Random Forest,0.7415403585426574,0.05890198952181386
GGB2982 SGB3964,0.0008147032030750136,427,Random Forest,0.7415403585426574,0.05890198952181386
Bifidobacterium catenulatum,0.0008142317217717972,428,Random Forest,0.7415403585426574,0.05890198952181386
Actinomyces SGB17154,0.0008140255380845827,429,Random Forest,0.7415403585426574,0.05890198952181386
Citrobacter freundii,0.0008137283727975399,430,Random Forest,0.7415403585426574,0.05890198952181386
Clostridium disporicum,0.0008083630047376509,431,Random Forest,0.7415403585426574,0.05890198952181386
GGB9631 SGB15085,0.0008055235110730471,432,Random Forest,0.7415403585426574,0.05890198952181386
Proteus mirabilis,0.000804155715516792,433,Random Forest,0.7415403585426574,0.05890198952181386
Candidatus Neoruminococcus faecicola,0.0008003007164042928,434,Random Forest,0.7415403585426574,0.05890198952181386
Streptococcus gallolyticus,0.0008000852366873862,435,Random Forest,0.7415403585426574,0.05890198952181386
GGB1243 SGB1663,0.0007981296499334377,436,Random Forest,0.7415403585426574,0.05890198952181386
GGB9622 SGB15074,0.0007980355033510352,437,Random Forest,0.7415403585426574,0.05890198952181386
Slackia isoflavoniconvertens,0.0007956923567318766,438,Random Forest,0.7415403585426574,0.05890198952181386
GGB9667 SGB15164,0.0007931020545995642,439,Random Forest,0.7415403585426574,0.05890198952181386
TM7 phylum sp oral taxon 348,0.000790937132534764,440,Random Forest,0.7415403585426574,0.05890198952181386
Peptococcaceae bacterium,0.0007896657180709972,441,Random Forest,0.7415403585426574,0.05890198952181386
Candidatus Nanosynbacter lyticus,0.0007885614967051783,442,Random Forest,0.7415403585426574,0.05890198952181386
Streptococcus rubneri,0.0007829379093625469,443,Random Forest,0.7415403585426574,0.05890198952181386
Bifidobacterium bifidum,0.0007824005194913347,444,Random Forest,0.7415403585426574,0.05890198952181386
Ruminococcus sp NSJ 71,0.000781545387171442,445,Random Forest,0.7415403585426574,0.05890198952181386
Candidatus Parachristensenella avicola,0.0007787482991914957,446,Random Forest,0.7415403585426574,0.05890198952181386
Lawsonella clevelandensis,0.0007780661241542217,447,Random Forest,0.7415403585426574,0.05890198952181386
GGB3034 SGB4030,0.0007776463962600671,448,Random Forest,0.7415403585426574,0.05890198952181386
Mediterraneibacter sp gm002,0.0007775256298971075,449,Random Forest,0.7415403585426574,0.05890198952181386
Porphyromonas SGB1980,0.0007773335002566651,450,Random Forest,0.7415403585426574,0.05890198952181386
Eisenbergiella massiliensis,0.0007767413120878075,451,Random Forest,0.7415403585426574,0.05890198952181386
Prevotella sp P4 51,0.0007739832513472983,452,Random Forest,0.7415403585426574,0.05890198952181386
Clostridiales unclassified SGB15150,0.0007737321445438715,453,Random Forest,0.7415403585426574,0.05890198952181386
Butyricimonas synergistica,0.0007689420199521034,454,Random Forest,0.7415403585426574,0.05890198952181386
Streptococcus mutans,0.0007655477132715754,455,Random Forest,0.7415403585426574,0.05890198952181386
Eikenella corrodens,0.000764955181978539,456,Random Forest,0.7415403585426574,0.05890198952181386
Ruminococcaceae bacterium UBA1375,0.0007647410126611193,457,Random Forest,0.7415403585426574,0.05890198952181386
Blautia faecicola,0.0007637912523833642,458,Random Forest,0.7415403585426574,0.05890198952181386
GGB4651 SGB6438,0.0007607091814596084,459,Random Forest,0.7415403585426574,0.05890198952181386
Parascardovia denticolens,0.0007592554655463798,460,Random Forest,0.7415403585426574,0.05890198952181386
Lactococcus lactis,0.0007574052734621117,461,Random Forest,0.7415403585426574,0.05890198952181386
GGB45495 SGB63167,0.0007558797277013462,462,Random Forest,0.7415403585426574,0.05890198952181386
Coprobacter fastidiosus,0.0007551345948612322,463,Random Forest,0.7415403585426574,0.05890198952181386
Candidatus Pseudoruminococcus merdavium,0.0007550570233913455,464,Random Forest,0.7415403585426574,0.05890198952181386
Veillonella tobetsuensis,0.0007545212779718341,465,Random Forest,0.7415403585426574,0.05890198952181386
Blautia sp MSK 21 1,0.0007526892249053556,466,Random Forest,0.7415403585426574,0.05890198952181386
Phocaeicola abscessus,0.0007512976384240452,467,Random Forest,0.7415403585426574,0.05890198952181386
GGB9551 SGB14958,0.0007504331857848211,468,Random Forest,0.7415403585426574,0.05890198952181386
Coprobacillus cateniformis,0.0007500973285939071,469,Random Forest,0.7415403585426574,0.05890198952181386
Rikenellaceae bacterium,0.0007472459252557174,470,Random Forest,0.7415403585426574,0.05890198952181386
GGB9709 SGB15238,0.0007438633286896736,471,Random Forest,0.7415403585426574,0.05890198952181386
Gemella SGB7284,0.0007434664493450725,472,Random Forest,0.7415403585426574,0.05890198952181386
GGB45432 SGB63101,0.0007432035673083138,473,Random Forest,0.7415403585426574,0.05890198952181386
GGB9618 SGB15064,0.0007420052564789927,474,Random Forest,0.7415403585426574,0.05890198952181386
Fusobacterium pseudoperiodonticum,0.0007419324010133827,475,Random Forest,0.7415403585426574,0.05890198952181386
Prevotella pallens,0.000737874327439026,476,Random Forest,0.7415403585426574,0.05890198952181386
GGB9695 SGB15211,0.0007367418259984508,477,Random Forest,0.7415403585426574,0.05890198952181386
Amedibacillus dolichus,0.0007367155032213638,478,Random Forest,0.7415403585426574,0.05890198952181386
Clostridium sp CL 2,0.0007348888613417066,479,Random Forest,0.7415403585426574,0.05890198952181386
Fusobacterium gonidiaformans,0.0007345544308918451,480,Random Forest,0.7415403585426574,0.05890198952181386
Bacilli unclassified SGB6478,0.0007340181701509613,481,Random Forest,0.7415403585426574,0.05890198952181386
Coriobacteriia bacterium,0.0007333792856895125,482,Random Forest,0.7415403585426574,0.05890198952181386
GGB45491 SGB63163,0.0007330490434224851,483,Random Forest,0.7415403585426574,0.05890198952181386
GGB35456 SGB47582,0.000731306770260736,484,Random Forest,0.7415403585426574,0.05890198952181386
Aeromonas veronii,0.000730833456789783,485,Random Forest,0.7415403585426574,0.05890198952181386
Methanobrevibacter smithii,0.0007267333628517469,486,Random Forest,0.7415403585426574,0.05890198952181386
Megamonas hypermegale,0.0007247360265906241,487,Random Forest,0.7415403585426574,0.05890198952181386
GGB4538 SGB6256,0.0007237435060129441,488,Random Forest,0.7415403585426574,0.05890198952181386
GGB2977 SGB3959,0.0007220554064943179,489,Random Forest,0.7415403585426574,0.05890198952181386
Roseburia sp AM23 20,0.0007200979276927337,490,Random Forest,0.7415403585426574,0.05890198952181386
Rothia dentocariosa,0.0007193840769083037,491,Random Forest,0.7415403585426574,0.05890198952181386
Bacilli unclassified SGB6428,0.0007190720494847176,492,Random Forest,0.7415403585426574,0.05890198952181386
GGB3277 SGB4327,0.0007185509278759102,493,Random Forest,0.7415403585426574,0.05890198952181386
Lawsonibacter sp NSJ 51,0.0007147345254307545,494,Random Forest,0.7415403585426574,0.05890198952181386
Lachnoclostridium sp An14,0.0007131286292803833,495,Random Forest,0.7415403585426574,0.05890198952181386
Anaerotignum lactatifermentans,0.000709858777004454,496,Random Forest,0.7415403585426574,0.05890198952181386
Aggregatibacter segnis,0.0007097247135009115,497,Random Forest,0.7415403585426574,0.05890198952181386
Massilistercora timonensis,0.0007096054575337253,498,Random Forest,0.7415403585426574,0.05890198952181386
Abiotrophia defectiva,0.0007069182681996788,499,Random Forest,0.7415403585426574,0.05890198952181386
Ligilactobacillus salivarius,0.0007065480742479348,500,Random Forest,0.7415403585426574,0.05890198952181386
Parabacteroides johnsonii,0.0007054080184554163,501,Random Forest,0.7415403585426574,0.05890198952181386
GGB12796 SGB19893,0.0007036535629586836,502,Random Forest,0.7415403585426574,0.05890198952181386
GGB36331 SGB53806,0.0007006350552862105,503,Random Forest,0.7415403585426574,0.05890198952181386
Ruminococcus SGB4421,0.0006997527056787023,504,Random Forest,0.7415403585426574,0.05890198952181386
Intestinibacter SGB6139,0.0006993979611432156,505,Random Forest,0.7415403585426574,0.05890198952181386
Catenibacillus scindens,0.0006986679529157555,506,Random Forest,0.7415403585426574,0.05890198952181386
GGB3385 SGB4471,0.000698600803879616,507,Random Forest,0.7415403585426574,0.05890198952181386
Blautia sp OF03 15BH,0.0006936540547113437,508,Random Forest,0.7415403585426574,0.05890198952181386
GGB9615 SGB15051,0.0006929616676642153,509,Random Forest,0.7415403585426574,0.05890198952181386
Turicimonas muris,0.000687632908811532,510,Random Forest,0.7415403585426574,0.05890198952181386
GGB12790 SGB19845,0.0006873239436642513,511,Random Forest,0.7415403585426574,0.05890198952181386
GGB58485 SGB80143,0.0006869787833082284,512,Random Forest,0.7415403585426574,0.05890198952181386
Gemella haemolysans,0.0006856493815343824,513,Random Forest,0.7415403585426574,0.05890198952181386
Streptococcus agalactiae,0.0006804954512846493,514,Random Forest,0.7415403585426574,0.05890198952181386
Anaerococcus lactolyticus,0.0006788136166278638,515,Random Forest,0.7415403585426574,0.05890198952181386
Raoultibacter timonensis,0.0006775149478043644,516,Random Forest,0.7415403585426574,0.05890198952181386
Butyricimonas paravirosa,0.0006750547694735435,517,Random Forest,0.7415403585426574,0.05890198952181386
Erysipelotrichaceae bacterium,0.0006740319382436111,518,Random Forest,0.7415403585426574,0.05890198952181386
Catenibacterium sp AM22 15,0.0006735363112024494,519,Random Forest,0.7415403585426574,0.05890198952181386
Streptococcus dysgalactiae,0.0006735077913137534,520,Random Forest,0.7415403585426574,0.05890198952181386
Eubacterium sp AF34 35BH,0.0006720695488774688,521,Random Forest,0.7415403585426574,0.05890198952181386
GGB4549 SGB6271,0.0006690304357596093,522,Random Forest,0.7415403585426574,0.05890198952181386
Ruminococcaceae unclassified SGB15257,0.0006686590172922972,523,Random Forest,0.7415403585426574,0.05890198952181386
Eggerthellaceae unclassified SGB14322,0.0006669414074698171,524,Random Forest,0.7415403585426574,0.05890198952181386
Blautia sp MSK 20 85,0.0006668799607661482,525,Random Forest,0.7415403585426574,0.05890198952181386
Clostridium sp AF15 49,0.0006668549885484082,526,Random Forest,0.7415403585426574,0.05890198952181386
Lachnospiraceae unclassified SGB4882,0.0006664346803983351,527,Random Forest,0.7415403585426574,0.05890198952181386
GGB9610 SGB15045,0.0006642606813925427,528,Random Forest,0.7415403585426574,0.05890198952181386
GGB6612 SGB9346,0.0006635595369474289,529,Random Forest,0.7415403585426574,0.05890198952181386
Clostridia unclassified SGB6276,0.0006632759336938266,530,Random Forest,0.7415403585426574,0.05890198952181386
Alloprevotella tannerae,0.0006606394985451565,531,Random Forest,0.7415403585426574,0.05890198952181386
Candidatus Methanomethylophilus alvus,0.0006602131882674734,532,Random Forest,0.7415403585426574,0.05890198952181386
Selenomonas SGB5880,0.0006599998454369863,533,Random Forest,0.7415403585426574,0.05890198952181386
GGB9705 SGB15225,0.0006597999655174608,534,Random Forest,0.7415403585426574,0.05890198952181386
GGB6613 SGB9347,0.0006594582702761873,535,Random Forest,0.7415403585426574,0.05890198952181386
Bacteroides togonis,0.0006587135525138331,536,Random Forest,0.7415403585426574,0.05890198952181386
Eubacterium sp NSJ 61,0.0006574024496475707,537,Random Forest,0.7415403585426574,0.05890198952181386
Candidatus Alloruminococcus vanvlietii,0.000657293655209575,538,Random Forest,0.7415403585426574,0.05890198952181386
Enorma burkinafasonensis,0.00065697157050184,539,Random Forest,0.7415403585426574,0.05890198952181386
Lacticaseibacillus rhamnosus,0.0006549342561687588,540,Random Forest,0.7415403585426574,0.05890198952181386
GGB38171 SGB72433,0.0006527717396539598,541,Random Forest,0.7415403585426574,0.05890198952181386
Bacilli bacterium,0.0006517808326523317,542,Random Forest,0.7415403585426574,0.05890198952181386
Faecalicatena orotica,0.000651711896970238,543,Random Forest,0.7415403585426574,0.05890198952181386
GGB9347 SGB14313,0.0006514563671588682,544,Random Forest,0.7415403585426574,0.05890198952181386
GGB3510 SGB4687,0.000650222336021199,545,Random Forest,0.7415403585426574,0.05890198952181386
GGB9615 SGB15052,0.0006495110192121289,546,Random Forest,0.7415403585426574,0.05890198952181386
Oribacterium sinus,0.0006469757819957541,547,Random Forest,0.7415403585426574,0.05890198952181386
Campylobacter concisus,0.0006452766342481238,548,Random Forest,0.7415403585426574,0.05890198952181386
Holdemania massiliensis,0.0006446372979707305,549,Random Forest,0.7415403585426574,0.05890198952181386
GGB51510 SGB71883,0.0006437318204891856,550,Random Forest,0.7415403585426574,0.05890198952181386
Clostridium SGB6179,0.0006422050278087103,551,Random Forest,0.7415403585426574,0.05890198952181386
Ruminococcaceae bacterium D5,0.0006396715476407246,552,Random Forest,0.7415403585426574,0.05890198952181386
GGB9818 SGB15459,0.0006386131977008126,553,Random Forest,0.7415403585426574,0.05890198952181386
Ruminococcaceae unclassified SGB15236,0.0006376377151381237,554,Random Forest,0.7415403585426574,0.05890198952181386
Clostridia unclassified SGB66170,0.0006367984878323583,555,Random Forest,0.7415403585426574,0.05890198952181386
GGB9595 SGB15019,0.0006366344765457002,556,Random Forest,0.7415403585426574,0.05890198952181386
Klebsiella grimontii,0.0006327662692974743,557,Random Forest,0.7415403585426574,0.05890198952181386
GGB3569 SGB4776,0.0006326797160667832,558,Random Forest,0.7415403585426574,0.05890198952181386
Klebsiella michiganensis,0.000630246657580795,559,Random Forest,0.7415403585426574,0.05890198952181386
Desulfovibrionaceae bacterium,0.0006300381025658424,560,Random Forest,0.7415403585426574,0.05890198952181386
GGB9597 SGB15022,0.0006300085039294455,561,Random Forest,0.7415403585426574,0.05890198952181386
Gordonibacter urolithinfaciens,0.0006277752339355141,562,Random Forest,0.7415403585426574,0.05890198952181386
Aeromonas hydrophila,0.0006253387807374807,563,Random Forest,0.7415403585426574,0.05890198952181386
GGB9635 SGB15103,0.0006250186137363371,564,Random Forest,0.7415403585426574,0.05890198952181386
Lactonifactor sp BIOML A6,0.0006244524229329824,565,Random Forest,0.7415403585426574,0.05890198952181386
Desulfovibrio desulfuricans,0.0006239401923038408,566,Random Forest,0.7415403585426574,0.05890198952181386
Gardnerella vaginalis,0.0006233961078454693,567,Random Forest,0.7415403585426574,0.05890198952181386
Megasphaera sp AM44 1BH,0.0006225100527926903,568,Random Forest,0.7415403585426574,0.05890198952181386
GGB9635 SGB15104,0.000621764492158594,569,Random Forest,0.7415403585426574,0.05890198952181386
Actinomyces oris,0.0006207613301220554,570,Random Forest,0.7415403585426574,0.05890198952181386
Massilimaliae massiliensis,0.000617968120796809,571,Random Forest,0.7415403585426574,0.05890198952181386
Extibacter muris,0.000616888583818903,572,Random Forest,0.7415403585426574,0.05890198952181386
Clostridium saccharogumia,0.00061663353937941,573,Random Forest,0.7415403585426574,0.05890198952181386
Collinsella sp AF08 23,0.0006157486010906442,574,Random Forest,0.7415403585426574,0.05890198952181386
GGB4277 SGB5832,0.0006145988198878821,575,Random Forest,0.7415403585426574,0.05890198952181386
